INT_ID,MAT_IDT,SKU_EAN_COD,CBU_ID,match_status
7501032397227,111117,7501032397227,1,P1_MATCH
758104000845,,,2,P1_UNMATCHED
758104000845,,,3,P1_UNMATCHED
7506443102781,160764,7506443102781,1,P1_MATCH
7501032312114,10132803,7501032312114,1,P1_MATCH
7501032312114,51979,7501032312114,1,P1_MATCH
2115061140,,,1,P1_UNMATCHED
8712400806527,,,1,P1_UNMATCHED
7506443103979,164458,7506443103979,1,P1_MATCH
7506443103979,177809,7506443103979,1,P1_MATCH
2113115152,,,1,P1_UNMATCHED
2113302498,,,1,P1_UNMATCHED
7506443102729,161928,7506443102729,1,P1_MATCH
758104000494,167434,758104000494,3,P1_MATCH
75810400589,,,2,P1_UNMATCHED
758104008056,186272,758104008056,2,P1_MATCH
36632078940,,,1,P1_UNMATCHED
75810400589,,,3,P1_UNMATCHED
758104000739,,,3,P1_UNMATCHED
758104006304,134241,758104006304,3,P1_MATCH
758104001095,22786,758104001095,3,P1_MATCH
758104001095,21989,758104001095,3,P1_MATCH
758104001095,21988,758104001095,3,P1_MATCH
758104001095,21987,758104001095,3,P1_MATCH
758104006304,134241,758104006304,2,P1_MATCH
758104001095,22786,758104001095,2,P1_MATCH
758104001095,21989,758104001095,2,P1_MATCH
758104001095,21988,758104001095,2,P1_MATCH
758104001095,21987,758104001095,2,P1_MATCH
7501303914795,99646,7501303914795,1,P1_MATCH
7501032397036,106496,7501032397036,1,P1_MATCH
758104000739,,,2,P1_UNMATCHED
758104000494,167434,758104000494,2,P1_MATCH
758104008056,186272,758104008056,3,P1_MATCH
758104001033,21980,758104001033,3,P1_MATCH
758104001033,21980,758104001033,2,P1_MATCH
7501032311186,10155965,7501032311186,1,P1_MATCH
7501032311186,10147159,7501032311186,1,P1_MATCH
7501032311186,10136965,7501032311186,1,P1_MATCH
7501032311186,53025,7501032311186,1,P1_MATCH
7506443101869,153773,7506443101869,1,P1_MATCH
3068320106908,142884,3068320106908,3,P1_MATCH
3068320106908,107647,3068320106908,3,P1_MATCH
3068320106908,86991,3068320106908,3,P1_MATCH
3068320106908,66686,3068320106908,3,P1_MATCH
3068320106908,142884,3068320106908,2,P1_MATCH
3068320106908,107647,3068320106908,2,P1_MATCH
3068320106908,86991,3068320106908,2,P1_MATCH
3068320106908,66686,3068320106908,2,P1_MATCH
758104002597,,,2,P1_UNMATCHED
7506443101425,153281,7506443101425,1,P1_MATCH
758104002597,,,3,P1_UNMATCHED
758104000340,43406,758104000340,2,P1_MATCH
758104000340,172687,758104000340,2,P1_MATCH
758104000340,26435,758104000340,2,P1_MATCH
758104000340,21943,758104000340,2,P1_MATCH
758104000340,21942,758104000340,2,P1_MATCH
758104000340,123273,758104000340,2,P1_MATCH
758104000340,10215457,758104000340,2,P1_MATCH
7506443106468,182617,7506443106468,1,P1_MATCH
758104000340,43406,758104000340,3,P1_MATCH
758104000340,172687,758104000340,3,P1_MATCH
758104000340,26435,758104000340,3,P1_MATCH
758104000340,21943,758104000340,3,P1_MATCH
758104000340,21942,758104000340,3,P1_MATCH
758104000340,123273,758104000340,3,P1_MATCH
758104000340,10215457,758104000340,3,P1_MATCH
7506443108950,210163,7506443108950,1,P1_MATCH
758104000722,,,3,P1_UNMATCHED
7501032399733,136407,7501032399733,1,P1_MATCH
7501032399733,168599,7501032399733,1,P1_MATCH
7501032397517,116129,7501032397517,1,P1_MATCH
2115015978,,,1,P1_UNMATCHED
31200610348,,,1,P1_UNMATCHED
758104000722,,,2,P1_UNMATCHED
7501032397241,111510,7501032397241,1,P1_MATCH
7501032396336,113165,7501032396336,1,P1_MATCH
7501032396336,10237072,7501032396336,1,P1_MATCH
7501032396336,99306,7501032396336,1,P1_MATCH
7501032398286,125686,7501032398286,1,P1_MATCH
79298600070,,,3,P1_UNMATCHED
7501303914856,99647,7501303914856,1,P1_MATCH
758104005291,130805,758104005291,2,P1_MATCH
758104005291,99026,758104005291,2,P1_MATCH
7501032398316,168590,7501032398316,1,P1_MATCH
7501032398316,128093,7501032398316,1,P1_MATCH
7506443108592,207461,7506443108592,1,P1_MATCH
758104001910,,,2,P1_UNMATCHED
758104001231,22026,758104001231,3,P1_MATCH
2529300172,,,1,P1_UNMATCHED
758104001231,22026,758104001231,2,P1_MATCH
79298600070,,,2,P1_UNMATCHED
7501032395926,10239255,7501032395926,1,P1_MATCH
7501032395926,10219831,7501032395926,1,P1_MATCH
7501032395926,95774,7501032395926,1,P1_MATCH
7506443106888,190872,7506443106888,1,P1_MATCH
7506443101661,153975,7506443101661,1,P1_MATCH
7506443101661,172764,7506443101661,1,P1_MATCH
758104005291,130805,758104005291,3,P1_MATCH
758104005291,99026,758104005291,3,P1_MATCH
758104000852,,,2,P1_UNMATCHED
758104001910,,,3,P1_UNMATCHED
758104000852,,,3,P1_UNMATCHED
2115053261,,,1,P1_UNMATCHED
758104007899,208108,758104007899,2,P1_MATCH
758104007899,208258,758104007899,2,P1_MATCH
758104007899,177804,758104007899,2,P1_MATCH
758104007899,174472,758104007899,2,P1_MATCH
758104007899,198690,758104007899,2,P1_MATCH
758104007899,203047,758104007899,2,P1_MATCH
7506443102576,178988,7506443102576,1,P1_MATCH
7506443102576,158739,7506443102576,1,P1_MATCH
7501032398101,168651,7501032398101,1,P1_MATCH
7501032398101,162277,7501032398101,1,P1_MATCH
7501032398101,170803,7501032398101,1,P1_MATCH
7501032398101,124465,7501032398101,1,P1_MATCH
758104007899,208108,758104007899,3,P1_MATCH
758104007899,208258,758104007899,3,P1_MATCH
758104007899,177804,758104007899,3,P1_MATCH
758104007899,174472,758104007899,3,P1_MATCH
758104007899,198690,758104007899,3,P1_MATCH
758104007899,203047,758104007899,3,P1_MATCH
7506443101401,152317,7506443101401,1,P1_MATCH
758104004188,,,3,P1_UNMATCHED
758104002818,43364,758104002818,3,P1_MATCH
758104002818,42845,758104002818,3,P1_MATCH
758104002818,42844,758104002818,3,P1_MATCH
758104002818,99028,758104002818,3,P1_MATCH
7501032334697,10154800,7501032334697,1,P1_MATCH
7501032334697,10152365,7501032334697,1,P1_MATCH
7501032334697,65007,7501032334697,1,P1_MATCH
1563818869,,,2,P1_UNMATCHED
7506443102163,161232,7506443102163,1,P1_MATCH
7506443102163,159517,7506443102163,1,P1_MATCH
1563818869,,,3,P1_UNMATCHED
7506443108929,210245,7506443108929,1,P1_MATCH
758104004188,,,2,P1_UNMATCHED
7501032340131,10249964,7501032340131,1,P1_MATCH
7501032340131,10235688,7501032340131,1,P1_MATCH
7501032340131,10203462,7501032340131,1,P1_MATCH
7501032340131,10163108,7501032340131,1,P1_MATCH
7501032340131,10162095,7501032340131,1,P1_MATCH
7501032340131,10157911,7501032340131,1,P1_MATCH
7501032340131,10147342,7501032340131,1,P1_MATCH
7501032340131,10127329,7501032340131,1,P1_MATCH
7501032340131,51203,7501032340131,1,P1_MATCH
7501032340131,50578,7501032340131,1,P1_MATCH
758104002818,43364,758104002818,2,P1_MATCH
758104002818,42845,758104002818,2,P1_MATCH
758104002818,42844,758104002818,2,P1_MATCH
758104002818,99028,758104002818,2,P1_MATCH
376760,,,2,P1_UNMATCHED
7501032398668,130673,7501032398668,1,P1_MATCH
7501032398668,182546,7501032398668,1,P1_MATCH
7501032398668,127585,7501032398668,1,P1_MATCH
